GraphVizId,NodeID,Function,InDegree,OutDegree,DirectCalls,IndirectCalls,BBs,NumLoops,CondBranches,UnCondBranches,Instructions,MemOps,StaticAllocations,DynamicAllocations,BasicMathOps,LogicOps,BitShiftOps,RegisterOps,PortOps,ApiFilesystemCalls,ApiRegistryCalls,ApiNetworkCalls,ApiDLLCalls,ApiObjectCalls,ApiProcessCalls,ApiServiceCalls,ApiSynchronizationCalls,ApiSystemInformationCalls,ApiTimeCalls,code,category,vulnerable,coarse_category,MallocCallCount,FreeCallCount,GepCount,StringFuncCount,IndirectCallInstCount,CmpCount,SelectCount,PhiCount,ReturnCount,SwitchCount,MaxBBsize
n2,2,CWE122_Heap_Based_Buffer_Overflow__c_CWE129_listen_socket_67b_goodB2GSink,0,5,5,0,15,2,5,8,66,30,5,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"{
    int data = myStruct.structFirst;
    {
        int i;
        int * buffer = (int *)malloc(10 * sizeof(int));
        if (buffer == NULL) {exit(-1);}
        /* initialize buffer */
        for (i = 0; i < 10; i++)
        {
            buffer[i] = 0;
        }
        
        if (data >= 0 && data < (10))
        {
            buffer[data] = 1;
            /* Print the array values */
            for(i = 0; i < 10; i++)
            {
                printIntLine(buffer[i]);
            }
        }
        else
        {
            printLine(""ERROR: Array index is out-of-bounds"");
        }
        free(buffer);
    }
}",Heap_Based_Buffer_Overflow,0,BufferOverflowWrite,1.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,15.0
n1,1,CWE773_Missing_Reference_to_Active_File_Descriptor_or_Handle__fopen_22_goodB2G1Sink,0,4,4,0,8,0,3,4,23,7,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        if (data != NULL)
        {
            fclose(data);
        }
        
        if (data != NULL)
        {
            fclose(data);
        }
    }
}",Missing_Reference_to_Active_File_Descriptor_or_Handle,0,Resource,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0
n0,0,CWE252_Unchecked_Return_Value__wchar_t_fputc_10_bad,0,1,1,0,3,0,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    if(globalTrue)
    {
        
        fputwc((wchar_t)L'A', stdout);
    }
}",Unchecked_Return_Value,1,ControlFlow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
n0,0,CWE190_Integer_Overflow__short_rand_multiply_02_bad,0,8,8,0,6,0,2,3,42,6,2,0,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,"{
    short data;
    data = 0;
    if(1)
    {
        
        data = (short)RAND32();
    }
    if(1)
    {
        if(data > 0) /* ensure we won't have an underflow */
        {
            
            short result = data * 2;
            printIntLine(result);
        }
    }
}",Integer_Overflow,1,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,10.0
n2,2,CWE190_Integer_Overflow__short_max_preinc_66b_goodB2GSink,0,2,2,0,4,0,1,2,24,11,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    short data = dataArray[2];
    
    if (data < SHRT_MAX)
    {
        ++data;
        short result = data;
        printIntLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0
n0,0,CWE369_Divide_by_Zero__int_fgets_modulo_31_bad,0,5,5,0,4,0,1,2,26,12,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = -1;
    {
        char inputBuffer[CHAR_ARRAY_SIZE] = """";
        
        if (fgets(inputBuffer, CHAR_ARRAY_SIZE, stdin) != NULL)
        {
            /* Convert to int */
            data = atoi(inputBuffer);
        }
        else
        {
            printLine(""fgets() failed."");
        }
    }
    {
        int dataCopy = data;
        int data = dataCopy;
        
        printIntLine(100 % data);
    }
}",Divide_by_Zero,1,IntegerArithmetic,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0
n4,4,CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_spawnlp_66b_badSink,0,1,1,0,1,0,0,0,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    /* copy data out of dataArray */
    wchar_t * data = dataArray[2];
    /* wspawnlp - searches for the location of the command among
     * the directories specified by the PATH environment variable */
    
    _wspawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);
}",OS_Command_Injection,1,InjectionCommand,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
n4,4,CWE321_Hard_Coded_Cryptographic_Key__w32_char_67b_badSink,0,24,24,0,20,0,9,9,94,34,8,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"{
    char * cryptoKey = myStruct.structFirst;
    {
        HCRYPTPROV hCryptProv;
        HCRYPTKEY hKey;
        HCRYPTHASH hHash;
        char toBeEncrypted[] = ""String to be encrypted"";
        DWORD encryptedLen = strlen(toBeEncrypted)*sizeof(char);
        BYTE encrypted[200];    /* buffer should be larger than toBeEncrypted to have room for IV and padding */
        /* Copy plaintext (without NUL terminator) into byte buffer */
        memcpy(encrypted, toBeEncrypted, encryptedLen);
        /* Try to get a context with and without a new key set */
        if(!CryptAcquireContext(&hCryptProv, NULL, MS_ENHANCED_PROV, PROV_RSA_AES, 0))
        {
            if(!CryptAcquireContext(&hCryptProv, NULL, MS_ENHANCED_PROV, PROV_RSA_AES, CRYPT_NEWKEYSET))
            {
                printLine(""Error in acquiring cryptographic context"");
                exit(1);
            }
        }
        /* Create Hash handle */
        if(!CryptCreateHash(hCryptProv, CALG_SHA_256, 0, 0, &hHash))
        {
            printLine(""Error in creating hash"");
            exit(1);
        }
        /* Hash the cryptoKey */
        if(!CryptHashData(hHash, (BYTE *) cryptoKey, strlen(cryptoKey)*sizeof(char), 0))
        {
            printLine(""Error in hashing cryptoKey"");
            exit(1);
        }
        /* Derive an AES key from the Hashed cryptoKey */
        if(!CryptDeriveKey(hCryptProv, CALG_AES_256, hHash, 0, &hKey))
        {
            printLine(""Error in CryptDeriveKey"");
            exit(1);
        }
        
        /* Use the derived key to encrypt something */
        if(!CryptEncrypt(hKey, (HCRYPTHASH)NULL, 1, 0, encrypted, &encryptedLen, sizeof(encrypted)))
        {
            printLine(""Error in CryptEncrypt"");
            exit(1);
        }
        /* use encrypted block */
        printBytesLine(encrypted, encryptedLen);
        if (hKey)
        {
            CryptDestroyKey(hKey);
        }
        if (hHash)
        {
            CryptDestroyHash(hHash);
        }
        if (hCryptProv)
        {
            CryptReleaseContext(hCryptProv, 0);
        }
    }
}",Hard_Coded_Cryptographic_Key,1,Crypto,0.0,0.0,11.0,4.0,0.0,9.0,0.0,0.0,2.0,0.0,28.0
n0,0,CWE563_Unused_Variable__unused_value_char_09_bad,0,1,1,0,5,0,2,2,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    char data;
    if(GLOBAL_CONST_TRUE)
    {
        
        data = 'C';
    }
    if(GLOBAL_CONST_TRUE)
    {
        
        data = 'Z';
        printHexCharLine(data);
    }
}",Unused_Variable,1,ControlFlow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
n1,1,CWE126_Buffer_Overread__wchar_t_alloca_loop_41_bad,0,3,3,0,1,0,0,0,24,17,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    wchar_t * dataBuffer = (wchar_t *)ALLOCA(50*sizeof(wchar_t));
    wmemset(dataBuffer, L'A', 50-1); /* fill with 'A's */
    dataBuffer[50-1] = L'\0'; /* null terminate */
    
    data = dataBuffer;
    anonymousSink(data);
}",Buffer_Overread,1,BufferOverflowRead,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0
n0,0,CWE467_Use_of_sizeof_on_Pointer_Type__char_16_bad,0,4,4,0,5,0,1,2,19,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    while(1)
    {
        {
            char * Char = NULL;
            
            Char = (char *)malloc(sizeof(Char));
            if (Char == NULL) {exit(-1);}
            *Char = 'B';
            printHexCharLine(*Char);
            free(Char);
        }
        break;
    }
}",Use_of_sizeof_on_Pointer_Type,1,MemoryManagement,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0
n2,2,CWE190_Integer_Overflow__unsigned_int_rand_preinc_68b_goodB2GSink,0,2,2,0,4,0,1,2,18,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    
    if (data < UINT_MAX)
    {
        ++data;
        unsigned int result = data;
        printUnsignedLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
n0,0,CWE191_Integer_Underflow__int_connect_socket_predec_11_bad,0,11,11,0,16,0,7,8,74,37,6,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = 0;
    if(globalReturnsTrue())
    {
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            SOCKET connectSocket = INVALID_SOCKET;
            char inputBuffer[CHAR_ARRAY_SIZE];
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                
                connectSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (connectSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = inet_addr(IP_ADDRESS);
                service.sin_port = htons(TCP_PORT);
                if (connect(connectSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed, make sure to recv one
                 * less char than is in the recv_buf in order to append a terminator */
                recvResult = recv(connectSocket, inputBuffer, CHAR_ARRAY_SIZE - 1, 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* NUL-terminate the string */
                inputBuffer[recvResult] = '\0';
                /* Convert to int */
                data = atoi(inputBuffer);
            }
            while (0);
            if (connectSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(connectSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
    }
    if(globalReturnsTrue())
    {
        {
            
            --data;
            int result = data;
            printIntLine(result);
        }
    }
}",Integer_Underflow,1,IntegerUnderflow,0.0,0.0,11.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,16.0
n6,6,CWE319_Cleartext_Tx_Sensitive_Info__w32_char_listen_socket_63b_goodB2GSink,0,17,17,0,22,0,9,12,113,55,14,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"{
    char * password = *passwordPtr;
    {
        HCRYPTPROV hCryptProv = 0;
        HCRYPTHASH hHash = 0;
        HCRYPTKEY hKey = 0;
        char hashData[100] = HASH_INPUT;
        HANDLE pHandle;
        char * username = ""User"";
        char * domain = ""Domain"";
        do
        {
            BYTE payload[(100 - 1) * sizeof(char)]; /* same size as password except for NUL terminator */
            DWORD payloadBytes;
            /* Hex-decode the input string into raw bytes */
            payloadBytes = decodeHexChars(payload, sizeof(payload), password);
            /* Wipe the hex string, to prevent it from being given to LogonUserA if
             * any of the crypto calls fail. */
            SecureZeroMemory(password, 100 * sizeof(char));
            /* Aquire a Context */
            if(!CryptAcquireContext(&hCryptProv, NULL, MS_ENH_RSA_AES_PROV, PROV_RSA_AES, 0))
            {
                break;
            }
            /* Create hash handle */
            if(!CryptCreateHash(hCryptProv, CALG_SHA_256, 0, 0, &hHash))
            {
                break;
            }
            /* Hash the input string */
            if(!CryptHashData(hHash, (BYTE*)hashData, strlen(hashData), 0))
            {
                break;
            }
            /* Derive an AES key from the hash */
            if(!CryptDeriveKey(hCryptProv, CALG_AES_256, hHash, 0, &hKey))
            {
                break;
            }
            
            if(!CryptDecrypt(hKey, 0, 1, 0, payload, &payloadBytes))
            {
                break;
            }
            /* Copy back into password and NUL-terminate */
            memcpy(password, payload, payloadBytes);
            password[payloadBytes / sizeof(char)] = '\0';
        }
        while (0);
        if (hKey)
        {
            CryptDestroyKey(hKey);
        }
        if (hHash)
        {
            CryptDestroyHash(hHash);
        }
        if (hCryptProv)
        {
            CryptReleaseContext(hCryptProv, 0);
        }
        /* Use the password in LogonUser() to establish that it is ""sensitive"" */
        if (LogonUserA(
                    username,
                    domain,
                    password,
                    LOGON32_LOGON_NETWORK,
                    LOGON32_PROVIDER_DEFAULT,
                    &pHandle) != 0)
        {
            printLine(""User logged in successfully."");
            CloseHandle(pHandle);
        }
        else
        {
            printLine(""Unable to login."");
        }
    }
}",Cleartext_Tx_Sensitive_Info,0,Crypto,0.0,0.0,11.0,4.0,0.0,9.0,0.0,0.0,1.0,0.0,25.0
n0,0,CWE476_NULL_Pointer_Dereference__int64_t_07_bad,0,1,1,0,5,0,2,2,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    int64_t * data;
    if(staticFive==5)
    {
        
        data = NULL;
    }
    if(staticFive==5)
    {
        
        printLongLongLine(*data);
    }
}",NULL_Pointer_Dereference,1,MemoryManagement,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
n0,0,CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_10_bad,0,4,4,0,11,1,4,5,43,18,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    twoIntsStruct * data;
    data = (twoIntsStruct *)malloc(10*sizeof(twoIntsStruct));
    if (data == NULL) {exit(-1);}
    if(globalTrue)
    {
        
        ; /* empty statement needed for some flow variants */
    }
    if(globalTrue)
    {
        
        {
            int i;
            for(i=0; i<10; i++)
            {
                printIntLine(data[i].intOne);
                printIntLine(data[i].intTwo);
            }
        }
    }
}",Use_of_Uninitialized_Variable,1,MemoryManagement,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,15.0
n2,2,CWE190_Integer_Overflow__char_max_multiply_67b_goodB2GSink,0,2,2,0,6,0,2,3,28,10,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"{
    char data = myStruct.structFirst;
    if(data > 0) /* ensure we won't have an underflow */
    {
        
        if (data < (CHAR_MAX/2))
        {
            char result = data * 2;
            printHexCharLine(result);
        }
        else
        {
            printLine(""data value is too large to perform arithmetic safely."");
        }
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,12.0
n4,4,CWE284_Improper_Access_Control__w32_char_RegCreateKeyEx_13_bad,0,4,4,0,6,0,2,3,18,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"{
    if(GLOBAL_CONST_FIVE==5)
    {
        {
            char * keyName = ""TEST\\TestKey"";
            HKEY hKey;
            
            if (RegCreateKeyExA(
                        HKEY_CURRENT_USER,
                        keyName,
                        0,
                        NULL,
                        REG_OPTION_NON_VOLATILE,
                        KEY_ALL_ACCESS,
                        NULL,
                        &hKey,
                        NULL) != ERROR_SUCCESS)
            {
                printLine(""Registry key could not be created"");
            }
            else
            {
                printLine(""Registry key created successfully"");
                RegCloseKey(hKey);
            }
        }
    }
}",Improper_Access_Control,1,Crypto,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0
n1,1,CWE124_Buffer_Underwrite__malloc_wchar_t_memcpy_22_goodG2B1Source,0,4,4,0,6,0,2,2,26,13,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        {
            wchar_t * dataBuffer = (wchar_t *)malloc(100*sizeof(wchar_t));
            if (dataBuffer == NULL) {exit(-1);}
            wmemset(dataBuffer, L'A', 100-1);
            dataBuffer[100-1] = L'\0';
            
            data = dataBuffer;
        }
    }
    return data;
}",Buffer_Underwrite,0,BufferOverflowWrite,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0
n0,0,CWE773_Missing_Reference_to_Active_File_Descriptor_or_Handle__open_03_bad,0,3,3,0,3,0,1,1,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = -1;
    
    data = OPEN(""Source_open.txt"", O_RDWR|O_CREAT, S_IREAD|S_IWRITE);
    if(5==5)
    {
        
        data = OPEN(""Sink_open.txt"", O_RDWR|O_CREAT, S_IREAD|S_IWRITE);
        
        if (data != -1)
        {
            CLOSE(data);
        }
    }
}",Missing_Reference_to_Active_File_Descriptor_or_Handle,1,Resource,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0
n4,4,CWE272_Least_Privilege_Violation__w32_char_SHRegOpenUSKey_09_bad,0,4,4,0,6,0,2,3,18,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"{
    if(GLOBAL_CONST_TRUE)
    {
        {
            char * keyName = ""TEST\\TestKey"";
            HUSKEY hKey;
            
            if (SHRegOpenUSKeyA(
                        keyName,
                        KEY_WRITE,
                        NULL,
                        &hKey,
                        TRUE) != ERROR_SUCCESS)
            {
                printLine(""Registry key could not be opened"");
            }
            else
            {
                printLine(""Registry key opened successfully"");
                SHRegCloseUSKey(hKey);
            }
        }
    }
}",Least_Privilege_Violation,1,Crypto,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0
n2,2,CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_68b_goodB2GSink,0,2,2,0,4,0,1,2,18,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    
    if (data < UINT_MAX)
    {
        data++;
        unsigned int result = data;
        printUnsignedLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
n6,6,CWE675_Duplicate_Operations_on_Resource__w32CreateFile_61b_goodB2GSource,0,2,2,0,1,0,0,0,8,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{
    data = CreateFile(""Source_w32CreateFile.txt"",
                      (GENERIC_WRITE|GENERIC_READ),
                      0,
                      NULL,
                      OPEN_ALWAYS,
                      FILE_ATTRIBUTE_NORMAL,
                      NULL);
    
    CloseHandle(data);
    return data;
}",Duplicate_Operations_on_Resource,0,Resource,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
n1,1,CWE369_Divide_by_Zero__float_connect_socket_66b_goodG2BSink,0,1,1,0,1,0,0,0,16,8,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    float data = dataArray[2];
    {
        
        int result = (int)(100.0 / data);
        printIntLine(result);
    }
}",Divide_by_Zero,0,IntegerArithmetic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0
n4,4,CWE78_OS_Command_Injection__char_environment_w32spawnl_15_bad,0,5,5,0,3,0,1,1,35,26,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data;
    char dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    switch(6)
    {
    case 6:
    {
        /* Append input from an environment variable to data */
        size_t dataLen = strlen(data);
        char * environment = GETENV(ENV_VARIABLE);
        /* If there is data in the environment variable */
        if (environment != NULL)
        {
            
            strncat(data+dataLen, environment, 100-dataLen-1);
        }
    }
    break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
    /* spawnl - specify the path where the command is located */
    
    _spawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
}",OS_Command_Injection,1,InjectionCommand,0.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0
n2,2,CWE675_Duplicate_Operations_on_Resource__freopen_67b_goodB2GSink,0,0,0,0,1,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    FILE * data = myStruct.structFirst;
    /* Do nothing */
    
    ; /* empty statement needed for some flow variants */
}",Duplicate_Operations_on_Resource,0,Resource,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
n0,0,CWE761_Free_Pointer_Not_at_Start_of_Buffer__wchar_t_fixed_string_63b_badSink,0,2,2,0,7,1,2,4,26,12,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data = *dataPtr;
    
    for (; *data != L'\0'; data++)
    {
        if (*data == SEARCH_CHAR)
        {
            printLine(""We have a match!"");
            break;
        }
    }
    free(data);
}",Free_Pointer_Not_at_Start_of_Buffer,1,MemoryManagement,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0
n0,0,CWE191_Integer_Underflow__int_fgets_sub_12_bad,0,9,9,0,13,0,4,8,46,15,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = 0;
    if(globalReturnsTrueOrFalse())
    {
        {
            char inputBuffer[CHAR_ARRAY_SIZE] = """";
            
            if (fgets(inputBuffer, CHAR_ARRAY_SIZE, stdin) != NULL)
            {
                /* Convert to int */
                data = atoi(inputBuffer);
            }
            else
            {
                printLine(""fgets() failed."");
            }
        }
    }
    else
    {
        
        data = -2;
    }
    if(globalReturnsTrueOrFalse())
    {
        {
            
            int result = data - 1;
            printIntLine(result);
        }
    }
    else
    {
        
        if (data > INT_MIN)
        {
            int result = data - 1;
            printIntLine(result);
        }
        else
        {
            printLine(""data value is too large to perform subtraction."");
        }
    }
}",Integer_Underflow,1,IntegerUnderflow,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,8.0
n4,4,CWE78_OS_Command_Injection__wchar_t_file_w32_spawnv_02_bad,0,7,7,0,7,0,3,3,60,37,6,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(1)
    {
        {
            /* Read input from a file */
            size_t dataLen = wcslen(data);
            FILE * pFile;
            /* if there is room in data, attempt to read the input from a file */
            if (100-dataLen > 1)
            {
                pFile = fopen(FILENAME, ""r"");
                if (pFile != NULL)
                {
                    
                    if (fgetws(data+dataLen, (int)(100-dataLen), pFile) == NULL)
                    {
                        printLine(""fgetws() failed"");
                        /* Restore NUL terminator if fgetws fails */
                        data[dataLen] = L'\0';
                    }
                    fclose(pFile);
                }
            }
        }
    }
    {
        wchar_t *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
        /* wspawnv - specify the path where the command is located */
        
        _wspawnv(_P_WAIT, COMMAND_INT_PATH, args);
    }
}",OS_Command_Injection,1,InjectionCommand,0.0,0.0,13.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,23.0
n1,1,CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_snprintf_68b_goodG2BSink,0,4,4,0,1,0,0,0,14,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        wchar_t dest[50] = L"""";
        
        SNPRINTF(dest, wcslen(data), L""%s"", data);
        printWLine(data);
    }
}",Stack_Based_Buffer_Overflow,0,BufferOverflowWrite,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0
n3,3,CWE191_Integer_Underflow__int_fscanf_postdec_22_goodG2BSink,0,1,1,0,3,0,1,1,15,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        {
            
            data--;
            int result = data;
            printIntLine(result);
        }
    }
}",Integer_Underflow,0,IntegerUnderflow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
n0,0,CWE690_NULL_Deref_From_Return__char_realloc_65_bad,0,2,1,1,1,0,0,0,11,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data;
    /* define a function pointer */
    void (*funcPtr) (char *) = ;
    data = NULL; /* Initialize data */
    
    data = (char *)realloc(data, 20*sizeof(char));
    /* use the function pointer */
    funcPtr(data);
}",NULL_Deref_From_Return,1,MemoryManagement,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0
n0,0,CWE195_Signed_to_Unsigned_Conversion_Error__negative_memcpy_14_bad,0,4,4,0,5,0,2,2,31,22,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = -1;
    if(globalFive==5)
    {
        
        data = -1;
    }
    {
        char source[100];
        char dest[100] = """";
        memset(source, 'A', 100-1);
        source[100-1] = '\0';
        if (data < 100)
        {
            
            memcpy(dest, source, data);
            dest[data] = '\0'; /* NULL terminate */
        }
        printLine(dest);
    }
}",Signed_to_Unsigned_Conversion_Error,1,IntegerArithmetic,0.0,0.0,10.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0
n0,0,CWE124_Buffer_Underwrite__malloc_char_memmove_03_bad,0,6,6,0,3,0,1,0,32,27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data;
    data = NULL;
    if(5==5)
    {
        {
            char * dataBuffer = (char *)malloc(100*sizeof(char));
            if (dataBuffer == NULL) {exit(-1);}
            memset(dataBuffer, 'A', 100-1);
            dataBuffer[100-1] = '\0';
            
            data = dataBuffer - 8;
        }
    }
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        
        memmove(data, source, 100*sizeof(char));
        /* Ensure the destination buffer is null terminated */
        data[100-1] = '\0';
        printLine(data);
        
    }
}",Buffer_Underwrite,1,BufferOverflowWrite,1.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,21.0
n0,0,CWE190_Integer_Overflow__short_max_postinc_68b_badSink,0,1,1,0,1,0,0,0,13,7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    short data = ;
    {
        
        data++;
        short result = data;
        printIntLine(result);
    }
}",Integer_Overflow,1,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0
n0,0,CWE190_Integer_Overflow__int_fscanf_square_01_bad,0,2,2,0,1,0,0,0,12,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = 0;
    
    fscanf(stdin, ""%d"", &data);
    {
        
        int result = data * data;
        printIntLine(result);
    }
}",Integer_Overflow,1,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
